StudentNumber,Suruna Value,Hurni Level,Lal Count,Volta,Ratios,JTE-234,ATE-003,TGL-013,PPL-239,WDM-974,GHL-823,HLU-200,MON-014,FEA-907,LPG-307,TSO-010,LDE-009,JJP-001,MTE-004,LUU-003,LOE-103,PLO-132,BKO-800,SLE-332,BKO-801,DSE-003,DSE-005,ATE-014,JTW-004,ATE-008,DSE-007,ATE-214,JHF-101,KMO-007,WOT-104
1000462,doot,full,61,2 star,1.2465374,9.091420233311249,10.0,8.342862058347498,8.832311948263222,8.565892592602593,8.28213161457377,9.271933887786695,8.72057756777532,9.704120395888339,9.484726758894567,,8.472038697651334,9.663710558369317,9.0,9.237927717364999,9.0,,9.0,9.27049058299389,,10.0,10.031626026841161,8.181148962006006,9.3761456238736,8.277597966059501,8.0,8.0,8.084660456062098,9.018376340008452,8.006806333334763
1000628,doot,full,90,2 star,1.2465374,9.091420233311249,10.0,8.342862058347498,8.832311948263222,8.565892592602593,8.28213161457377,9.271933887786695,8.72057756777532,9.704120395888339,9.484726758894567,,8.472038697651334,9.663710558369317,8.0,9.237927717364999,8.0,,9.0,9.27049058299389,,8.0,10.031626026841161,8.181148962006006,9.3761456238736,8.277597966059501,10.0,10.0,8.084660456062098,9.018376340008452,8.006806333334763
1000937,doot,high,89,1 star,1.2465374,9.091420233311249,10.0,8.342862058347498,8.832311948263222,8.565892592602593,8.28213161457377,9.271933887786695,8.72057756777532,9.704120395888339,9.484726758894567,,8.472038697651334,9.663710558369317,9.0,9.237927717364999,9.0,,9.0,9.27049058299389,,8.0,10.031626026841161,8.181148962006006,9.3761456238736,8.277597966059501,8.0,10.0,8.084660456062098,9.018376340008452,8.006806333334763
1001828,doot,full,73,3 star,1.2465374,9.091420233311249,9.0,8.0,9.0,8.565892592602593,8.28213161457377,9.271933887786695,8.0,10.0,9.0,,8.472038697651334,9.663710558369317,10.0,9.0,10.0,,8.0,9.0,,10.0,10.031626026841161,8.181148962006006,9.0,8.0,8.0,10.0,8.084660456062098,9.018376340008452,9.0
1002790,doot,full,94,5 star,1.2465374,9.0,10.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,,10.0,9.0,8.0,10.0,10.0,,8.0,9.0,,8.0,10.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0
1001505,doot,full,75,4 star,1.23839009,9.031999136935754,10.0,7.0,8.0,8.509906320246355,8.227999990665227,9.21133296262929,8.0,9.0,10.0,,8.41666584995197,9.60054899926222,9.0,9.0,9.0,,8.0,10.0,,9.0,9.966059789482584,8.127677355979872,10.0,9.0,9.0,10.0,8.031819494386758,8.959432655094774,8.0
1001787,doot,full,69,5 star,1.23114805,8.979180481846505,10.0,8.0,8.0,8.460140836441912,8.179883080223544,9.157465572775841,8.0,10.0,9.0,,8.367445631505305,9.544405494532933,8.0,9.0,8.0,,9.0,10.0,,9.0,9.907778796909538,8.080147127020192,9.0,8.0,10.0,10.0,7.984849837151266,8.907038364968065,8.0
1002212,doot,full,69,5 star,1.23114805,9.0,9.0,8.0,7.0,9.0,9.0,10.0,9.0,10.0,10.0,,9.0,9.0,9.0,8.0,10.0,,8.0,9.0,,9.0,9.0,9.0,9.0,7.0,9.0,9.0,9.0,8.0,9.0
1001830,doot,full,75,1 star,1.23024279,8.972578113493652,10.0,8.0,8.0,8.45392011660761,8.173868433197782,9.1507321118534,8.0,10.0,10.0,,8.361293070217181,9.537387517679555,9.0,8.0,10.0,,9.0,9.0,,10.0,9.90049363259994,8.074205815584733,8.0,8.0,8.0,9.0,7.978978597568358,8.900489042528516,9.0
1000071,doot,full,100,3 star,1.22675109,8.947111960589895,10.0,8.210435662658366,8.692116505892187,8.429926029333863,8.150669194283164,9.124760318663736,8.582155687184294,9.550086722746748,9.334175524798596,,8.337561878902275,9.510318311286985,9.0,9.091293928781218,9.0,,9.0,9.123339923473207,,8.0,9.872393851078806,8.051289441129674,9.22731790003707,8.146207508451232,9.0,9.0,7.956332498931903,8.875227494285834,7.8797141560592765
1000357,doot,full,62,3 star,1.22675109,8.947111960589895,10.0,8.210435662658366,8.692116505892187,8.429926029333863,8.150669194283164,9.124760318663736,8.582155687184294,9.550086722746748,9.334175524798596,,8.337561878902275,9.510318311286985,8.0,9.091293928781218,10.0,,8.0,9.123339923473207,,9.0,9.872393851078806,8.051289441129674,9.22731790003707,8.146207508451232,8.0,9.0,7.956332498931903,8.875227494285834,7.8797141560592765
1000448,nulp,full,80,3 star,1.22675109,8.947111960589895,10.0,8.210435662658366,8.692116505892187,8.429926029333863,8.150669194283164,9.124760318663736,8.582155687184294,9.550086722746748,9.334175524798596,,8.337561878902275,9.510318311286985,10.0,9.091293928781218,8.0,,9.0,9.123339923473207,,7.0,9.872393851078806,8.051289441129674,9.22731790003707,8.146207508451232,9.0,9.0,7.956332498931903,8.875227494285834,7.8797141560592765
1000570,doot,full,84,1 star,1.22675109,8.947111960589895,10.0,8.210435662658366,8.692116505892187,8.429926029333863,8.150669194283164,9.124760318663736,8.582155687184294,9.550086722746748,9.334175524798596,,8.337561878902275,9.510318311286985,9.0,9.091293928781218,9.0,,9.0,9.123339923473207,,10.0,9.872393851078806,8.051289441129674,9.22731790003707,8.146207508451232,9.0,10.0,7.956332498931903,8.875227494285834,7.8797141560592765
1000767,doot,full,100,3 star,1.22675109,8.947111960589895,9.0,8.210435662658366,8.692116505892187,8.429926029333863,8.150669194283164,9.124760318663736,8.582155687184294,9.550086722746748,9.334175524798596,,8.337561878902275,9.510318311286985,8.0,9.091293928781218,10.0,,8.0,9.123339923473207,,9.0,9.872393851078806,8.051289441129674,9.22731790003707,8.146207508451232,8.443113831872429,8.0,7.956332498931903,8.875227494285834,7.8797141560592765
1000913,doot,full,83,3 star,1.22675109,8.947111960589895,10.0,8.210435662658366,8.692116505892187,8.429926029333863,8.150669194283164,9.124760318663736,8.582155687184294,9.550086722746748,9.334175524798596,,8.337561878902275,9.510318311286985,9.0,9.091293928781218,10.0,,8.0,9.123339923473207,,8.0,9.872393851078806,8.051289441129674,9.22731790003707,8.146207508451232,8.0,9.0,7.956332498931903,8.875227494285834,7.8797141560592765
1000959,doot,full,84,1 star,1.22675109,8.947111960589895,9.0,8.210435662658366,8.692116505892187,8.429926029333863,8.150669194283164,9.124760318663736,8.582155687184294,9.550086722746748,9.334175524798596,,8.337561878902275,9.510318311286985,7.0,9.091293928781218,10.0,,7.0,9.123339923473207,,8.0,9.872393851078806,8.051289441129674,9.22731790003707,8.146207508451232,9.0,8.0,7.956332498931903,8.875227494285834,7.8797141560592765
1001332,doot,medium,69,2 star,1.22675109,8.947111960589895,10.0,8.210435662658366,8.692116505892187,8.429926029333863,8.150669194283164,9.124760318663736,8.582155687184294,9.550086722746748,9.334175524798596,,8.337561878902275,9.510318311286985,9.0,9.091293928781218,8.0,,8.0,9.123339923473207,,9.0,9.872393851078806,8.051289441129674,9.22731790003707,8.146207508451232,8.0,10.0,7.956332498931903,8.875227494285834,7.8797141560592765
1002755,doot,full,71,2 star,1.22601826,9.0,10.0,8.0,9.0,8.0,8.0,9.0,8.0,10.0,10.0,,9.0,9.0,9.0,10.0,8.0,,8.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,10.0,7.0,9.0,8.0
1001193,doot,full,88,4 star,1.22345337,8.923060569647436,9.0,8.188364585555462,8.66875058702122,8.407264924002826,8.128758779827882,9.100231378079657,8.559085362092722,9.524414430915048,9.309083639767836,,8.31514906445,9.484752923852524,10.0,9.066854951665803,9.0,,7.0,9.098814801158104,,9.0,9.84585514170576,8.029646176711786,9.202513266861395,8.124309087782398,8.0,9.0,7.93494449526738,8.851369341274163,7.858532115807965
1002824,doot,full,88,4 star,1.22345337,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,10.0,,10.0,8.0,8.0,10.0,8.0,,8.0,8.0,,9.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,10.0,8.0
1001803,doot,full,68,2 star,1.22209549,8.91315709005155,10.0,8.0,9.0,8.397933912968867,8.119736875730341,9.090131261077513,8.0,10.0,9.0,,8.305920290482396,9.47422603609689,7.0,9.0,9.0,,9.0,9.0,,9.0,9.834927475717297,8.020734275189595,9.0,8.0,10.0,9.0,7.92613770074996,8.84154542996226,8.0
1002067,doot,full,81,1 star,1.22209549,8.91315709005155,10.0,8.0,8.0,8.397933912968867,8.119736875730341,9.090131261077513,8.0,9.0,9.0,,8.305920290482396,9.47422603609689,9.0,10.0,9.0,,8.0,9.0,,9.0,9.834927475717297,8.020734275189595,9.0,8.0,9.0,10.0,7.92613770074996,8.84154542996226,8.0
1002524,doot,full,96,3 star,1.22088848,9.0,10.0,8.0,8.0,8.0,7.0,10.0,8.0,10.0,10.0,,8.0,9.0,9.0,10.0,8.0,,8.0,10.0,,9.0,10.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,7.0
1002835,doot,full,75,2 star,1.22088848,9.0,10.0,8.0,7.0,9.0,8.0,9.0,8.0,9.0,9.0,,9.0,10.0,10.0,8.0,10.0,,9.0,10.0,,10.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0
1001285,doot,full,92,1 star,1.21802183,8.883446505397107,9.0,8.152012215394409,8.630265535839065,8.369940742432,8.092671030555518,9.059830761308055,8.521087171358554,9.482130646974763,9.26775582017734,,8.278233832650425,9.442645217781125,9.0,9.026602510051154,10.0,,8.0,9.058420473301473,,9.0,9.802144316800042,7.993998439361031,9.161658568075866,8.088241092986117,9.0,9.0,7.899717187483819,8.81207355133171,7.823644041954938
1002161,doot,full,92,1 star,1.21802183,8.883446505397107,10.0,6.0,8.0,8.369940742432,8.092671030555518,9.059830761308055,9.0,10.0,10.0,,8.278233832650425,9.442645217781125,9.0,9.0,8.0,,9.0,10.0,,9.0,9.802144316800042,7.993998439361031,9.0,8.0,8.0,9.0,7.899717187483819,8.81207355133171,8.0
1000225,doot,full,74,3 star,1.21685793,8.87495778776252,10.0,8.144222431349654,8.622018749279285,8.361942713340751,8.084937950917313,9.051173496911499,8.512944711909576,9.473069847251645,9.258899869706317,,8.270323435545455,9.433622148983602,9.0,9.017976997434973,9.0,,9.0,9.049764556527897,,10.0,9.792777722959663,7.98635964787601,9.152904000510043,8.08051224644473,9.0,10.0,7.892168487938332,8.803653035250816,7.816168035305343
1000953,doot,full,74,3 star,1.21685793,8.87495778776252,9.0,8.144222431349654,8.622018749279285,8.361942713340751,8.084937950917313,9.051173496911499,8.512944711909576,9.473069847251645,9.258899869706317,,8.270323435545455,9.433622148983602,8.0,9.017976997434973,9.0,,7.0,9.049764556527897,,8.0,9.792777722959663,7.98635964787601,9.152904000510043,8.08051224644473,8.0,8.0,7.892168487938332,8.803653035250816,7.816168035305343
1000255,doot,full,81,2 star,1.21666395,8.87354302580122,10.0,8.142924156318292,8.620644308470911,8.360609731398041,8.083649126457978,9.049730644305912,8.511587658654216,9.471559739913998,9.257423903324009,,8.269005058682819,9.432118330025492,10.0,9.016539436701846,9.0,,9.0,9.048321928522281,,10.0,9.79121665081158,7.985086537838839,9.151444930988246,8.079224127489411,8.0,10.0,7.8909103929664,8.802249640019808,7.8149220556078705
1001611,doot,full,81,2 star,1.21666395,8.87354302580122,10.0,8.0,8.0,8.360609731398041,8.083649126457978,9.049730644305912,8.0,10.0,10.0,,8.269005058682819,9.432118330025492,9.0,8.0,9.0,,9.0,9.0,,9.0,9.79121665081158,7.985086537838839,7.0,8.0,8.0,10.0,7.8909103929664,8.802249640019808,9.0
1001746,doot,full,81,2 star,1.21666395,8.87354302580122,10.0,8.0,7.0,8.360609731398041,8.083649126457978,9.049730644305912,8.0,9.0,9.0,,8.269005058682819,9.432118330025492,9.0,9.0,10.0,,8.0,9.0,,9.0,9.79121665081158,7.985086537838839,8.0,9.0,8.0,9.0,7.8909103929664,8.802249640019808,9.0
1002253,doot,full,88,2 star,1.21575869,10.0,10.0,8.0,8.0,8.0,7.0,9.0,9.0,9.0,9.0,,8.0,10.0,10.0,8.0,10.0,,9.0,9.0,,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0
1002467,doot,full,87,3 star,1.21575869,9.0,10.0,7.0,9.0,8.0,8.0,9.0,8.0,10.0,9.0,,8.0,9.0,9.0,10.0,9.0,,9.0,9.0,,9.0,10.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,7.0
1001401,doot,full,74,1 star,1.21394818,8.853735993676056,10.0,8.0,9.0,8.341947640612629,8.065605251821797,9.02953033592011,8.0,9.0,10.0,,8.25054744278303,9.411064476989793,9.0,9.0,9.0,,7.0,9.0,,9.0,9.76936123835872,7.9672626691634605,9.0,7.0,9.0,9.0,7.873296739074619,8.782601745048582,9.0
1001609,doot,full,88,3 star,1.21394818,8.853735993676056,10.0,7.0,8.0,8.341947640612629,8.065605251821797,9.02953033592011,7.0,10.0,9.0,,8.25054744278303,9.411064476989793,9.0,9.0,9.0,,9.0,10.0,,9.0,9.76936123835872,7.9672626691634605,9.0,8.0,9.0,10.0,7.873296739074619,8.782601745048582,7.0
1001645,doot,full,66,2 star,1.21394818,8.853735993676056,10.0,8.0,9.0,8.341947640612629,8.065605251821797,9.02953033592011,8.0,10.0,9.0,,8.25054744278303,9.411064476989793,8.0,10.0,9.0,,8.0,9.0,,8.0,9.76936123835872,7.9672626691634605,9.0,8.0,9.0,9.0,7.873296739074619,8.782601745048582,8.0
1001850,doot,full,66,5 star,1.21394818,8.853735993676056,10.0,7.0,8.0,8.341947640612629,8.065605251821797,9.02953033592011,7.0,10.0,8.0,,8.25054744278303,9.411064476989793,9.0,9.0,9.0,,9.0,10.0,,8.0,9.76936123835872,7.9672626691634605,9.0,8.0,9.0,10.0,7.873296739074619,8.782601745048582,9.0
1001908,doot,full,84,3 star,1.21394818,8.853735993676056,9.0,8.0,9.0,8.341947640612629,8.065605251821797,9.02953033592011,9.0,8.0,10.0,,8.25054744278303,9.411064476989793,9.0,8.0,9.0,,9.0,9.0,,9.0,9.76936123835872,7.9672626691634605,8.0,9.0,8.0,9.0,7.873296739074619,8.782601745048582,9.0
1001954,doot,full,65,4 star,1.21394818,8.853735993676056,9.0,8.0,8.0,8.341947640612629,8.065605251821797,9.02953033592011,9.0,9.0,9.0,,8.25054744278303,9.411064476989793,9.0,8.0,10.0,,8.0,10.0,,10.0,9.76936123835872,7.9672626691634605,8.0,8.0,8.0,9.0,7.873296739074619,8.782601745048582,9.0
1002189,doot,full,64,4 star,1.21394818,8.853735993676056,10.0,8.0,9.0,8.341947640612629,8.065605251821797,9.02953033592011,9.0,8.0,9.0,,8.25054744278303,9.411064476989793,7.0,9.0,9.0,,8.0,9.0,,9.0,9.76936123835872,7.9672626691634605,10.0,9.0,9.0,9.0,7.873296739074619,8.782601745048582,8.0
1001093,doot,full,60,2 star,1.2131938,8.84823404435981,10.0,8.119699034655858,8.596056640818688,8.336763730323208,8.06059306811403,9.023919143278583,8.487311040682853,9.444545104499294,9.23102002281278,,8.245420331031122,9.40521618878679,8.0,8.990822603120748,9.0,,9.0,9.022514445412206,,10.0,9.763290294926032,7.962311598177577,9.125343322054022,8.056180690058715,8.0,9.0,7.8684040610411765,8.777144000464764,7.792632456436901
1002736,doot,full,60,2 star,1.2131938,8.0,10.0,8.0,10.0,9.0,8.0,8.0,9.0,8.0,10.0,,8.0,9.0,8.0,9.0,10.0,,8.0,8.0,,8.0,10.0,8.0,10.0,9.0,9.0,9.0,8.0,10.0,7.0
1002758,doot,full,74,5 star,1.21062891,9.0,9.0,8.0,9.0,8.0,8.0,10.0,8.0,8.0,10.0,,8.0,9.0,9.0,9.0,10.0,,8.0,9.0,,9.0,9.0,9.0,10.0,8.0,9.0,8.0,8.0,8.0,9.0
1000050,doot,full,94,4 star,1.20696478,8.80280368786854,9.0,8.078009266969234,8.551921063521153,8.293959466065132,8.019206773992561,8.977586749540777,8.443733806593269,9.396053049605156,9.183624290702625,,8.203085060153214,9.356926064204652,8.0,8.944660140197437,10.0,,8.0,8.976189263952524,,9.0,9.713161675316453,7.921429920253342,9.078490176200539,8.01481705084296,8.0,9.0,7.828004541801707,8.732078648563217,7.75262197878379
1000089,doot,high,66,5 star,1.20696478,8.80280368786854,10.0,8.078009266969234,8.551921063521153,8.293959466065132,8.019206773992561,8.977586749540777,8.443733806593269,9.396053049605156,9.183624290702625,,8.203085060153214,9.356926064204652,8.0,8.944660140197437,8.0,,8.0,8.976189263952524,,8.0,9.713161675316453,7.921429920253342,9.078490176200539,8.01481705084296,10.0,9.0,7.828004541801707,8.732078648563217,7.75262197878379
1000300,doot,high,79,1 star,1.20696478,8.80280368786854,10.0,8.078009266969234,8.551921063521153,8.293959466065132,8.019206773992561,8.977586749540777,8.443733806593269,9.396053049605156,9.183624290702625,,8.203085060153214,9.356926064204652,9.0,8.944660140197437,8.0,,9.0,8.976189263952524,,9.0,9.713161675316453,7.921429920253342,9.078490176200539,8.01481705084296,8.0,8.0,7.828004541801707,8.732078648563217,7.75262197878379
1000342,doot,high,81,4 star,1.20696478,8.80280368786854,9.0,8.078009266969234,8.551921063521153,8.293959466065132,8.019206773992561,8.977586749540777,8.443733806593269,9.396053049605156,9.183624290702625,,8.203085060153214,9.356926064204652,9.0,8.944660140197437,9.0,,8.0,8.976189263952524,,10.0,9.713161675316453,7.921429920253342,9.078490176200539,8.01481705084296,7.0,9.0,7.828004541801707,8.732078648563217,7.75262197878379
1000543,nulp,full,61,4 star,1.20696478,8.80280368786854,8.0,8.078009266969234,8.551921063521153,8.293959466065132,8.019206773992561,8.977586749540777,8.443733806593269,9.396053049605156,9.183624290702625,,8.203085060153214,9.356926064204652,9.0,8.944660140197437,9.0,,8.0,8.976189263952524,,9.0,9.713161675316453,7.921429920253342,9.078490176200539,8.01481705084296,8.0,10.0,7.828004541801707,8.732078648563217,7.75262197878379
1000687,doot,high,96,2 star,1.20696478,8.80280368786854,10.0,8.078009266969234,8.551921063521153,8.293959466065132,8.019206773992561,8.977586749540777,8.443733806593269,9.396053049605156,9.183624290702625,,8.203085060153214,9.356926064204652,10.0,8.944660140197437,9.0,,7.0,8.976189263952524,,9.0,9.713161675316453,7.921429920253342,9.078490176200539,8.01481705084296,7.0,9.0,7.828004541801707,8.732078648563217,7.75262197878379
1000778,doot,full,64,1 star,1.20696478,8.80280368786854,8.0,8.078009266969234,8.551921063521153,8.293959466065132,8.019206773992561,8.977586749540777,8.443733806593269,9.396053049605156,9.183624290702625,,8.203085060153214,9.356926064204652,8.0,8.944660140197437,10.0,,8.0,8.976189263952524,,9.0,9.713161675316453,7.921429920253342,9.078490176200539,8.01481705084296,9.0,9.0,7.828004541801707,8.732078648563217,7.75262197878379
1000928,doot,medium,98,5 star,1.20696478,8.80280368786854,10.0,8.078009266969234,8.551921063521153,8.293959466065132,8.019206773992561,8.977586749540777,8.443733806593269,9.396053049605156,9.183624290702625,,8.203085060153214,9.356926064204652,8.0,8.944660140197437,8.0,,9.0,8.976189263952524,,8.0,9.713161675316453,7.921429920253342,9.078490176200539,8.01481705084296,8.0,10.0,7.828004541801707,8.732078648563217,7.75262197878379
1001025,doot,high,94,2 star,1.20696478,8.80280368786854,8.0,8.078009266969234,8.551921063521153,8.293959466065132,8.019206773992561,8.977586749540777,8.443733806593269,9.396053049605156,9.183624290702625,,8.203085060153214,9.356926064204652,9.0,8.944660140197437,10.0,,8.0,8.976189263952524,,10.0,9.713161675316453,7.921429920253342,9.078490176200539,8.01481705084296,7.0,9.0,7.828004541801707,8.732078648563217,7.75262197878379
1001160,doot,full,76,4 star,1.20696478,8.80280368786854,9.0,8.078009266969234,8.551921063521153,8.293959466065132,8.019206773992561,8.977586749540777,8.443733806593269,9.396053049605156,9.183624290702625,,8.203085060153214,9.356926064204652,10.0,8.944660140197437,9.0,,8.0,8.976189263952524,,9.0,9.713161675316453,7.921429920253342,9.078490176200539,8.01481705084296,8.0,8.0,7.828004541801707,8.732078648563217,7.75262197878379
1001258,doot,high,67,3 star,1.20696478,8.80280368786854,10.0,8.078009266969234,8.551921063521153,8.293959466065132,8.019206773992561,8.977586749540777,8.443733806593269,9.396053049605156,9.183624290702625,,8.203085060153214,9.356926064204652,9.0,8.944660140197437,7.0,,9.0,8.976189263952524,,8.0,9.713161675316453,7.921429920253342,9.078490176200539,8.01481705084296,8.0,10.0,7.828004541801707,8.732078648563217,7.75262197878379
1001359,doot,full,86,1 star,1.20580088,8.794314970233954,10.0,7.0,8.0,8.285961436973883,8.011473694354354,8.968929485144221,8.0,10.0,9.0,,8.195174663048242,9.347902995407129,9.0,8.0,8.0,,9.0,10.0,,9.0,9.703795081476075,7.913791128768321,9.0,8.0,9.0,10.0,7.82045584225622,8.723658132482322,7.0
1001454,doot,full,87,5 star,1.20580088,8.794314970233954,9.0,7.0,8.0,8.285961436973883,8.011473694354354,8.968929485144221,8.0,9.0,8.0,,8.195174663048242,9.347902995407129,9.0,8.0,9.0,,9.0,10.0,,10.0,9.703795081476075,7.913791128768321,9.0,8.0,9.0,10.0,7.82045584225622,8.723658132482322,8.0
1000614,doot,full,90,4 star,1.20549913,8.792114205094133,10.0,8.068199921677374,8.541536234307866,8.283887886601613,8.009468834159467,8.966685022963913,8.43348035209426,9.384643168073936,9.172472367162927,,8.193123831940394,9.345563695630814,8.0,8.933798397293488,9.0,,8.0,8.965289234380235,,8.0,9.701366720198187,7.911810713500167,9.067465919861636,8.005084441569501,9.0,10.0,7.818498784014232,8.721475049118279,7.743207760082888
1002390,doot,full,97,4 star,1.20549913,9.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,,8.0,9.0,8.0,10.0,9.0,,9.0,8.0,,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0
1002654,doot,full,90,4 star,1.20549913,9.0,9.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,8.0,,8.0,9.0,10.0,8.0,10.0,,8.0,10.0,,10.0,10.0,9.0,10.0,9.0,7.0,10.0,8.0,8.0,8.0
1000604,doot,full,95,5 star,1.19267467,8.698581066717948,9.0,7.982367999784942,8.450668819268396,8.195761411681463,7.924261711127429,8.871294748057949,8.343762467821529,9.284806529516397,9.074892864991252,,8.10596293215794,9.246142796179754,8.0,8.838757980139347,9.0,,8.0,8.869913808290345,,8.0,9.598160681842511,7.827642506740155,8.971003507656802,7.91992396101608,9.0,9.0,7.735323257445715,8.628693391193387,7.6608332019271534
1000854,doot,full,86,3 star,1.19267467,8.698581066717948,10.0,7.982367999784942,8.450668819268396,8.195761411681463,7.924261711127429,8.871294748057949,8.343762467821529,9.284806529516397,9.074892864991252,,8.10596293215794,9.246142796179754,8.0,8.838757980139347,8.0,,8.0,8.869913808290345,,7.0,9.598160681842511,7.827642506740155,8.971003507656802,7.91992396101608,9.0,9.0,7.735323257445715,8.628693391193387,7.6608332019271534
1001946,doot,full,86,3 star,1.19267467,8.698581066717948,10.0,10.0,8.0,8.195761411681463,7.924261711127429,8.871294748057949,9.0,8.0,9.0,,8.10596293215794,9.246142796179754,7.0,10.0,9.0,,7.0,9.0,,8.0,9.598160681842511,7.827642506740155,9.0,8.0,9.0,9.0,7.735323257445715,8.628693391193387,7.0
